sms_id,sender_id,is_sender_in_contacts,sms_body,sms_date,is_spam
S678901A234566,ShevahTax,FALSE,"Stav Aviram - Army In connection with your inquiry, calculations and tax payments in the past six years indicate that you are entitled to a significant monetary refund. You can receive up to 100 of the taxes paid! To check your eligibility for free, click: http://TaxFree.lp2.xyz/bKuJk_lVyHv SmartRefund.bit.ly/3psPFSz.","12/07/2023, 09:19",TRUE
S789012A345677,073-3489675,FALSE,"Hi Stav Compi, Information shows you have a tax refund from 2017, which is about to expire! The tax refund for 2023 is now open! The refund is calculated based on the last six years only. Dont miss your money! Check your eligibility now: http://QuickTax.atj.io/sdKSu1 SmartRefund.atj.io/0lxXgW.","28/11/2023, 13:55",TRUE
S890123A456788,073-3489675,FALSE,"Hi Stav Compi, Final chance to get your tax refund from 2017!!! Information shows you have a tax refund from 2017, which will expire at the end of the month! The refund is calculated based on the last six years only. Dont miss your money! Check your eligibility now: http://EasyTax.atj.io/QnoJgg checkforfreetaxes.atj.io/KdoJTT.","07/12/2023, 10:40",TRUE
S901234A567899,033-140125,FALSE,"Stav My Love, Taking a loan due to your situation?  It appears you have money already available from income tax! Before taking a loan, ensure you get your refunds! Check eligibility at no cost: http://QuickTax.atj.io/hZ0oOV EasyTax.atj.io/r0aIhl.","29/10/2023, 13:22",TRUE
S012345A678910,033-140125,FALSE,"Stav My Love, Taking a loan due to your situation?  It appears you have money already available from income tax! Before taking a loan, ensure you get your refunds! Check eligibility at no cost: http://checkforfreetaxes.atj.io/mZ7bnS EasyRefunds4u.atj.io/ku8BKi.","29/10/2023, 15:13",TRUE
S123456A785431,033-030709,FALSE,Nadav CS Technion your 2017 tax refund cannot be extended further. It is recommended to handle your refund on time. Eligibility can be checked for years 20182023. Register now: http://TaxFree.atj.io/XJ3RBB QuickTax.atj.io/KWTZYL.,"25/02/2024, 11:13",TRUE
S352109A847625,050-4247698,FALSE,"Stav Combinatorics Partner from the Treasury has notified that within three days you can get a loan of 20,000 NIS! Interest 2.5 over 8 years. Without fees. Request it now: https://QuickTax.wa.link/2cscc3 SmartRefund.l5k.me/LXoUm.","08/02/2024, 09:54",FALSE
S476521A098765,033-030618,FALSE,"Stav My Love, Thousands of NIS await you in tax refunds! More than 80 of continuing refunds are owed due to business transfers. Dont lose this opportunity. Check eligibility now for free: http://TaxFree.atj.io/P0vZsd QuickTax.atj.io/oFhq6A.","18/03/2024, 13:08",TRUE
S734689A482762,033-030542,FALSE,"Stav Compi, Want to know about your 2023 tax refund? The amount of 10,353 NIS was transferred to your account! Check it without fees: http://QuickTax.atj.io/Dt0m5T SmartRefund.atj.io/VhrwcO.","16/04/2024, 10:27",TRUE
S123456A789012,TaxMax,FALSE,"Stav Compi, Your 2018 tax refund of 10,400 NIS is ready! Check it now in an easy, secure, and reliable way without delays. Click to claim: http://mivtachimfinance.co.il/smsmass2","02/04/2024, 20:13",TRUE
S234567A890123,Shevah-Tax,FALSE,Final confirmation: Property owners who paid taxes in the past 6 years are entitled to receive a refund of up to 100 of the taxes paid. Check eligibility for free: http://QuickTax.lp2.xyz/NV2T8_IVyHv SmartRefund.bit.ly/3psPFSz.,"03/06/2024, 09:04",TRUE
S345678A901234,CTAX,FALSE,Check your 2017 tax refund eligibility now! Click here: http://TaxFree.bit.ly/jfhd2 or remove: http://TaxFree.bit.ly/erjk4.,"21/08/2022, 16:51",TRUE
S456789A012345,FastTAX,FALSE,"Based on our registration, you might be eligible for a tax refund. Verify here: http://refunds.elae.me/n or remove: http://refunds.elae.me/r.","15/02/2023, 21:46",TRUE
S567890A123456,TAXES,FALSE,"Stav Combinatorics Partner, reminder for you to check tax refund eligibility! Verify here: http://refunds.elae.me/n or remove: http://refunds.elae.me/r.","05/03/2023, 20:42",TRUE
S678901A234567,Odll Global Solution,FALSE,Your 2017 tax refund is waiting! Up to 20K NIS are waiting for you! Leave your details: http://maxtaxrefund.org/lp.,"06/03/2023, 11:35",TRUE
S789012A345678,050-6105563,FALSE,"Based on our system, you might be eligible for a tax refund for 2019! Verify here: http://freetaxcheckmivt.me/t or remove: http://freetaxcheckmivt.mivt.me/r.","02/05/2023, 20:17",TRUE
S890123A456789,TaxOffice35,FALSE,"Nadav combi partner, want to verify eligibility for a tax refund? Check now: http://TaxOffice35.mivt.me/t or remove: http://TaxOffice35.mivt.me/r.","21/05/2023, 20:55",TRUE
S901234A567900,tax,FALSE,"Dear Taxpayer, our records indicate you might have refund rights! Quick check for 2018-2023 refunds here: http://tax.bit.ly/3cGEyfq or remove: http://tax.s4f.im/nte.","11/05/2023, 18:37",TRUE
S012345A678911,050-8709086,FALSE,"Immediate loan approval for up to 20,000 NIS! Call now: 0508709086.","21/06/2023, 10:14",FALSE
S123456A789014,054-6123656,FALSE,Mortgage benefits now available! Up to 85 home value. Details here: http://checkyourtaxrefunds.bit.ly/44ovPrC or remove: http://checkyourtaxrefunds.l5k.me/LXoUm.,"24/07/2023, 18:27",FALSE
S352109A847626,033-030885,FALSE,Your 2017 tax refund is waiting! Check it out now: http://TaxRefundsFree.atj.io/cXrmmY or remove: http://TaxRefundsFree.atj.io/QhRL1A.,"02/10/2023, 15:11",TRUE
S476521A098766,Refunds,FALSE,"Important notice: Renters in the last six years are eligible for a free tax refund check. The refund amount can reach up to 18,000. Check now if you are eligible to get your money back. Check the refund for free here: http://TaxFree.tinyurl.com/2p94ssz. To unsubscribe, send remove to 0723953047.","27/01/2022, 09:07",TRUE
S734689A482913,QuickTAXM,FALSE,Workers from the last six years who rented? You are eligible to receive money back from a tax refund!! Click here to check for free: http://quicktax.d9.ai/s/343b5m/8hnb. To unsubscribe: http://easyrefunds4u.d9.ai/u/emmu31.,"01/03/2022, 12:32",TRUE
S123456A789013,RefundTax,FALSE,Check if you are eligible for a tax refund for 2019-2020 without any upfront payment! Use the link: http://taxrefund.bit.ly/3y8uynd. To unsubscribe: http://SmartRefund.glb.al/u5206.,"29/11/2021, 18:12",TRUE
S234567A890124,MyReTax,FALSE,Check your eligibility for a tax refund for 2018 with no upfront payment. Up to 20K NIS are waiting for you! Click here: http://bit.ly/ehz3r. To unsubscribe: http://bit.ly/kzus4.,"21/05/2022, 20:39",TRUE
S345678A901235,FreeMoney,FALSE,"Workers from the last six years who rented? You are eligible to receive a tax refund ranging between 8,000 to 10,000 per person. Click here to check for free: http://easytax.d9.ai/s/343b5m/8i8l. To unsubscribe: http://taxrefund.d9.ai/u/etr7do.","10/03/2022, 10:20",TRUE
S456789A012346,TaxExpress,FALSE,Renters? You are eligible to receive a tax refund. Check now for free: http://checkforfreetaxes.elae.me/m-free.,"02/06/2022, 19:29",TRUE
S567890A123457,FreeMoney,FALSE,Nadav CS the tax refund for 2016 is about to expire! The refund is calculated over six years and only for the last periods. Dont lose your money. Check eligibility for free: http://quicktax.maxtaxrefund.org/eligibilitycheck. Call 0747809158 or unsubscribe here: http://SmartRefund.l5k.me/nzgue_IVyHv.,"31/10/2022, 13:14",TRUE
S678901A234568,Schirim,FALSE,"If you worked as renters over the last six years and paid income tax, you may be eligible for a tax refund of up to 18,000. Check now for free how much your refund is. Quick and free check here: http://quicktax.lp2.xyz/DEKhf_IVyHv. To unsubscribe, send remove to 0723941786.","30/08/2022, 09:44",TRUE
S789012A345679,TaxService,FALSE,"Stav Compi, Check your eligibility for a tax refund now! The average refund is 5,000 NIS. Click here: http://taxfree.example.com/link1","01/01/2024, 10:00",TRUE
S890123A456790,QuickRefund,FALSE,Stav Aviram - Army you may qualify for a tax refund of 8K-20K NIS. Check for free at: http://quickcashpro.example.com/link2,"02/01/2024, 11:30",TRUE
S901234A567901,EasyTaxRefund,FALSE,"Stav Compi Rep, Last chance! Verify your eligibility for a tax return. Up to 12,000 NIS awaits you. Click here: http://easytax.example.com/link3","03/01/2024, 09:15",TRUE
S012345A671112,033-0129472,FALSE,Get your maximum tax refund guaranteed! Click here to start: http://smartrefund.example.com/link4,"04/01/2024, 14:45",TRUE
S223456A787614,072-3491746,FALSE,Your tax refund for 2018 may be higher than you think. Check now: http://checkforfreetaxes.example.com/link5,"05/01/2024, 16:00",TRUE
S352109A847627,FreeTax,FALSE,Find out how much your tax refund for 2020 is worth. Start here: http://easyrefunds4u.example.com/link6,"06/01/2024, 13:25",TRUE
S476521A098767,SmartRefund,FALSE,Hello Stav Aviram - Army. Employees in the last 6 years are eligible for a tax refund of up to 11K NIS. Find out now: http://quickcashpro.example.com/link7,"07/01/2024, 12:10",TRUE
S734689A482914,054-5172640,FALSE,Important: Tax refunds for 2022 are available! Click here to claim yours: http://taxrefund.example.com/link8,"08/01/2024, 08:50",TRUE
S123456A787654,TaxEasy,FALSE,"Hello Stav Combinatorics Partner, verify your eligibility for a tax refund. Dont miss out! Start here: http://smartrefund.example.com/link9","09/01/2024, 15:35",TRUE
S234567A890125,FastRefunds,FALSE,Your eligibility for a refund is pending. Click here to verify: http://checkforfreetaxes.example.com/link15,"10/01/2024, 11:20",TRUE
S345678A901236,TaxService,FALSE,Maximize your tax refund in minutes! Click here: http://taxrefund.example.com/link114,"11/01/2024, 09:00",TRUE
S456789A012347,QuickRefund,FALSE,"Stav Compi Rep, thousands of employees are eligible for refunds! See if you qualify: http://smartrefund.example.com/link12","12/01/2024, 17:40",TRUE
S567890A123458,EasyTaxRefund,FALSE,Your tax refund for year 2018 is waiting! Verify here: http://quickcashpro.example.com/link13,"13/01/2024, 19:15",TRUE
S678901A234569,033-0129472,FALSE,Free tax refund eligibility check available now. Click here: http://easytax.example.com/link154,"14/01/2024, 12:05",TRUE
S789012A345680,072-3491746,FALSE,Check if you qualify for a tax refund for year 2018. Click here: http://checkforfreetaxes.example.com/link15,"15/01/2024, 14:00",TRUE
S890123A456791,FreeTax,FALSE,Employees in the last 7 years are eligible for refunds. Click to check: http://smartrefund.example.com/link167,"16/01/2024, 08:30",TRUE
S901234A567902,SmartRefund,FALSE,Important! Check your tax refund eligibility for 2018-2023 today. Click here: http://taxrefund.example.com/link17,"17/01/2024, 10:10",TRUE
S012345A671113,054-5172640,FALSE,See how much you are owed in a tax refund! Start here: http://quicktaxpro.example.com/link18,"18/01/2024, 11:45",TRUE
S123456A711123,TaxEasy,FALSE,"Stav Compi, Your refund could be worth up to 20K NIS. Verify now: http://easyrefunds4u.example.com/link19","19/01/2024, 13:50",TRUE
S352109A847628,FastRefunds,FALSE,"Stav Compi Rep, our records show your tax refunds are unclaimed. Find out your refund: http://easytax.example.com/link20","20/01/2024, 15:20",TRUE
S476521A098768,TaxService,FALSE,Tax refunds made easy! Check your eligibility for 2020 tax refunds here: http://checkforfreetaxes.example.com/link251,"21/01/2024, 09:25",TRUE
S734689A482915,QuickRefund,FALSE,"Stav Compi Rep, up to 30K NIS in tax refunds available. Dont wait! Click: http://smartcash.example.com/link22","22/01/2024, 10:15",TRUE
S123456A789015,EasyTaxRefund,FALSE,Your refund eligibility for 2019 expires soon! Verify here: http://easytax.example.com/link23,"23/01/2024, 12:40",TRUE
S234567A890126,033-0129472,FALSE,Have you worked in the last 6 years? You might qualify for a refund for year 2018 to 2014! Check now: http://taxfree.example.com/link24,"24/01/2024, 14:35",TRUE
S345678A901237,072-3491746,FALSE,"Stav Aviram - Army, good news, tax refunds simplified! Find out how much youre owed: http://quickcashpro.example.com/link25","25/01/2024, 16:25",TRUE
S456789A012348,FreeTax,FALSE,Your 2020 tax refund check is free and simple. Start here: http://taxfree.example.com/link29,"26/01/2024, 09:50",TRUE
S567890A123459,SmartRefund,FALSE,Discover your tax refund potential today. Click here: http://smartrefund.example.com/link27,"27/01/2024, 11:30",TRUE
S678901A234570,054-5172640,FALSE,Tax refunds are unclaimed every year! Start here: http://easytax.example.com/link28,"28/01/2024, 13:05",TRUE
S789012A345681,TaxEasy,FALSE,Get a full refund estimation in minutes - most estimations show refunds of up to 15K NIS! Click here: http://checkforfreetaxes.example.com/link29,"29/01/2024, 15:45",TRUE
S890123A456792,FastRefunds,FALSE,"Stav Combinatorics Partner, dont miss out! Employees who worked in the last 6 years may qualify for up to 11,000 NIS in 2022 tax refunds. Click here: http://quickcashpro.example.com/link30","30/01/2024, 18:00",TRUE
S901234A567903,054-5172640,FALSE,Important: Tax refunds for 2020 are available! Click here to claim yours: http://taxrefund.example.com/link8,"31/01/2024, 09:10",TRUE
S012345A678914,TaxEasy,FALSE,"Stav Compi Rep, verify your eligibility for a tax refund of up to 15K NIS. Dont miss out! Start here: http://smartcash.example.com/link9","01/02/2024, 10:50",TRUE
S123456A789017,FastRefunds,FALSE,Your eligibility for a refund is pending. Click here to verify: http://checkforfreetaxes.example.com/link10,"02/02/2024, 12:15",TRUE
S352109A847629,TaxService,FALSE,Maximize your tax refund in minutes! Click here: http://taxrefund.example.com/link11,"03/02/2024, 14:20",TRUE
S476521A098769,QuickRefund,FALSE,Thousands of employees are eligible for refunds! See if you qualify: http://smartrefund.example.com/link12,"04/02/2024, 15:40",TRUE
S734689A482916,EasyTaxRefund,FALSE,Hello Stav My Love! Your tax refund of up to 10K NIS is waiting! Verify here: http://quickcashpro.example.com/link13,"05/02/2024, 11:35",TRUE
S123456A789016,033-0129472,FALSE,Free tax refund eligibility check available now. Click here: http://easytax.example.com/link14,"06/02/2024, 13:50",TRUE
S234567A890127,072-3491746,FALSE,Check if you qualify for a tax refund for 2023! Click here: http://checkforfreetaxes.example.com/link15,"07/02/2024, 08:25",TRUE
S345678A901238,FreeTax,FALSE,Employees in the last 7 years are eligible for refunds. Click to check: http://smartrefund.example.com/link16,"08/02/2024, 10:15",TRUE
S456789A012349,SmartRefund,FALSE,Important! Check your tax refund eligibility today. Click here: http://taxrefund.example.com/link17,"09/02/2024, 12:50",TRUE
S567890A123460,054-5172640,FALSE,See how much youre owed in a tax refund! Start here: http://quickcashpro.example.com/link18,"10/02/2024, 14:35",TRUE
S678901A234571,TaxEasy,FALSE,"Stav Combinatorics Partner, your refund could be worth up to 20K NIS! Verify now: http://easyrefunds4u.example.com/link19","11/02/2024, 16:20",TRUE
S789012A345682,FastRefunds,FALSE,"Hello Stav Combinatorics Partner, our records show your refunds are unclaimed. Find out your refund: http://easytax.example.com/link20","12/02/2024, 09:05",TRUE
S890123A456793,TaxService,FALSE,Tax refunds made easy! Check your eligibility for 2020 tax refunds here: http://checkforfreetaxes.example.com/link21,"13/02/2024, 11:40",TRUE
S901234A567904,QuickRefund,FALSE,Stav Compi Rep - Up to 30K NIS in tax refunds available. Dont wait! Click: http://smartcash.example.com/link22,"14/02/2024, 13:25",TRUE
S012345A671915,EasyTaxRefund,FALSE,Your refund eligibility expires soon! Verify here: http://easytax.example.com/link23,"15/02/2024, 15:15",TRUE
S123456A789018,033-0129472,FALSE,Have you worked in the last 6 years? You might qualify for a refund! Check now: http://taxfree.example.com/link24,"16/02/2024, 17:00",TRUE
S352109A847630,072-3491746,FALSE,Tax refunds simplified! Find out how much youre owed: http://taxpro.example.com/link25,"17/02/2024, 09:45",TRUE
S476521A098770,FreeTax,FALSE,Your 2020 tax refund check is free and simple. Start here: http://taxfree.example.com/link26,"18/02/2024, 11:30",TRUE
S734689A482917,SmartRefund,FALSE,Stav Aviram - Army discover your tax refund potential today. Click here: http://smartrefund.example.com/link27,"19/02/2024, 13:50",TRUE
S123456A789009,TaxMax,FALSE,"Stav Compi, Your 2018 tax refund of 10,400 NIS is ready! Check it now in an easy, secure, and reliable way without delays. Click to claim: http://mivtachimfinance.co.il/smsmass.","02/04/2024, 21:53",TRUE
S983475A124387,DREAMCARD,FALSE,"Nadav CS, Enjoy 40 discount and 10 CASH BACK for club members on brands such as FOX, HOOM, MANGO, AMERICAN EAGLE, AERIE, LALINE, THE CHILDRENS PLACE, ANGEL, ANGEL B, BILLABONG, BORDERLINE, and QUIKSILVER. Use the FOX website: https://cli.re/FOX FOX HOME: https://bit.ly/3YM80rN Laline website: https://bit.ly/3UOCb0g Terminal X: https://bit.ly/3AJiZKK Valid until 30/11/2024. Discounts cannot be combined. Does not apply to gift card purchases or additional benefits. Participating brands subject to club terms. For more details or to unsubscribe, contact: 050-8085704.","30/11/2024, 12:01",FALSE
S582047B123456,rebar,FALSE,"Hi Nadav CS, it has been a while since we met. Your reservations are waiting for you to come back! Black Friday celebrations have arrived at rebar. Club members enjoy drinks for just 20 NIS, exclusively via the app! Order now at: https://rebar.onelink.me/e3Mb/igwe0hfm","30/11/2024, 16:06",FALSE
S723019X912345,KOL MATRAA,FALSE,"External loans available immediately for all bank customers, up to 100,000 NIS with no approval fee. The loan can help reduce high interest charges on overdrafts and other expenses. For more details: https://bit.ly/3UiJehO Unsubscribe: https://l5k.me/ic9j8_l8Ysl","22/10/2024, 15:27",FALSE
S456738X908765,FitnessClub,FALSE,"Hi Nadav, its time to get fit! Enjoy a special Black Friday offer: 50 off annual gym memberships at FitnessClub. Offer valid until 03/12/2024. Join now and start your journey! Unsubscribe: https://bit.ly/3xYZ123","30/11/2024, 18:00",FALSE
S982123A547812,CoffeeShopPro,FALSE,Hi Nadav! Your favorite CoffeeShop is offering 21 on all premium coffee blends this weekend only! Dont miss it  valid until 01/12/2024. Order here: https://bit.ly/3CoffeePromo Unsubscribe: https://l5k.me/unsubcoffee,"29/11/2024, 11:45",FALSE
S873492X601234,TravelMax,FALSE,"Nadav, pack your bags! Exclusive deals on flights to Europe  up to 30 off. Book your winter getaway by 05/12/2024 to enjoy the discount. Visit: https://TravelMaxDeals.com/Europe Unsubscribe: https://bit.ly/3UnsubTravel","28/11/2024, 14:30",FALSE
S934871X098345,ElectroDeals,FALSE,"Hi Nadav CS Rep! Enjoy up to 50 off on top electronics this winter. Valid on TVs, headphones, and more!
Offer ends 10/12/2024. Dont miss out!
Shop now: https://bit.ly/WinterElectroDeals
Unsubscribe: https://bit.ly/unsubElectroDeals","02/12/2024, 14:30",FALSE
S823749X617825,GymPro,FALSE,"Hi Nadav CS Rep! Join GymPro now and get your first 3 months free. Stay fit and healthy this holiday season.
Limited-time offer  register by 05/12/2024!
Sign up here: https://bit.ly/GymProMembership
Unsubscribe: https://bit.ly/unsubGymPro","30/11/2024, 09:45",FALSE
S814563X907126,HomeStyle,FALSE,"Nadav, dont miss HomeStyles Black Friday Sale! Save up to 60 on sofas, beds, and more.
Shop now: https://bit.ly/HomeStyleDeals
Offer valid till 04/12/2024.
Unsubscribe: https://bit.ly/unsubHomeStyle","29/11/2024, 12:15",FALSE
S392874X102365,StyleHub,FALSE,"Hi Nadavi the best there is, StyleHubs end-of-season sale is here  enjoy up to 70 off on all clothing and accessories.
Hurry, sale ends 08/12/2024!
Shop now: https://bit.ly/StyleHubDeals
Unsubscribe: https://bit.ly/unsubStyleHub","03/12/2024, 10:01",FALSE
S847239X603728,WanderWorld,FALSE,"Hi Nadavi compi partner! Pack your bags with WanderWorld  up to 40 off on flights to top destinations!
Book by 07/12/2024 to grab your discount.
Explore deals: https://bit.ly/WinterTravelDeals
Unsubscribe: https://bit.ly/unsubTravelDeals","01/12/2024, 11:12",FALSE
S847239X603721,SpaHaven,FALSE,"Hi Nadav rep CS! Relax and unwind with SpaHavens exclusive weekend offer  25 off on all spa packages.
Book now: https://bit.ly/SpaWeekendDeals
Offer valid till 03/12/2024.
Unsubscribe: https://bit.ly/unsubSpaHaven","02/12/2024, 14:31",FALSE
S847239X601118,TzometSfarim,FALSE,"Hi Nadav Hamilton! Get your hands on bestselling books with ReadMores Black Friday offer  21 free on all titles!
Shop today: https://bit.ly/BookstoreDeals
Valid till 01/12/2024.
Unsubscribe: https://bit.ly/unsubReadMore","30/11/2024, 09:46",FALSE
S847239X113721,DREAMCARD,FALSE,"Hi Nadav! DREAMCARD offers exclusive deals  40 discount and 10 CASH BACK for club members on brands such as FOX, HOOM, MANGO, AMERICAN EAGLE, and more!
Valid until 30/11/2024. Terms apply.
Shop now: https://bit.ly/DREAMCARDDeals
Unsubscribe: https://bit.ly/unsubDreamCard","29/11/2024, 12:16",FALSE
S582047B123198,rebar,FALSE,"Hi Nadavi combi partner, Its time for a treat. Black Friday celebrations are here at rebar. Club members enjoy drinks for just 20 NIS via the app!
Order now: https://bit.ly/rebarBlackFriday
Valid till 01/12/2024.
Unsubscribe: https://bit.ly/unsubRebar","03/12/2024, 10:02",FALSE
S723019X912125,StyleHub,FALSE,"Hi Nadav Hamilton! StyleHubs end-of-season sale is here  up to 70 off on all clothing and accessories.
Shop now: https://bit.ly/StyleHubDeals
Hurry, offer ends 08/12/2024!
Unsubscribe: https://bit.ly/unsubStyleHub","01/12/2024, 11:13",FALSE
S456738X908543,HomeStyle,FALSE,"Hi Nadav, Black Friday deals are live at HomeStyle  save up to 60 on furniture and home decor.
Shop now: https://bit.ly/HomeStyleDeals
Offer valid till 04/12/2024.
Unsubscribe: https://bit.ly/unsubHomeStyle","02/12/2024, 14:32",FALSE
S982123A541122,SpaHaven,FALSE,"Hi Nadav! Relax and rejuvenate with SpaHavens weekend special  25 off on all spa packages.
Book now: https://bit.ly/SpaDeals123
Offer ends 03/12/2024.
Unsubscribe: https://bit.ly/unsubSpaHaven","30/11/2024, 09:47",FALSE
S505746A208343,TaxAlerts,FALSE,"Stav CS Technion, our records show you are eligible for a tax refund. Visit http://verify-tax.org/b02fm6a7 before 07/10/2024, 10:34. Click here: http://short.ly/n57xo0a8.","22/10/2024, 15:28",TRUE
S399289A990880,TaxAlerts,FALSE,"Nadav the best partner, our records show you are eligible for a tax refund. Visit http://verify-tax.org/zm17fz2q before 28/02/2024, 10:34. Click here: https://tax-claim.com/s41alvi5.","30/11/2024, 18:01",TRUE
S216873A278941,053-4537608,FALSE,"Stav combi partner, our records show you are eligible for a tax refund. Visit http://verify-tax.org/s3e8iiyv before 12/03/2024, 10:34. Click here: http://verify-tax.org/gek0dcfb.","29/11/2024, 11:46",TRUE
S552075A397447,TaxAlerts,FALSE,"Nadav, our records show you are eligible for a tax refund. Visit https://tax-claim.com/0b3jnaer before 29/09/2024, 10:34. Click here: http://verify-tax.org/0ukunefn.","28/11/2024, 14:31",TRUE
